# raven trajpoc id=15 t0_ns=23531234226167
t_ns,visible,pose_x_mm,pose_y_mm,pose_theta_rad,est_vx_mm_s,est_vy_mm_s,ref_x_mm,ref_y_mm,ref_theta_rad,ref_vx_mm_s,ref_vy_mm_s,cmd_world_vx_mm_s,cmd_world_vy_mm_s,cmd_omega_rad_s
23534176304244,1,-136.79,790.08,-1.73493,-177.6,379.9,-123.44,792.15,-1.26549,-290.0,275.6,-223.8,123.9,2.2052
23534192492844,1,-136.79,790.08,-1.73493,-177.6,379.9,-128.22,796.52,-1.26549,-295.8,269.1,-274.9,144.6,2.2052
23534208640870,1,-136.79,790.08,-1.73493,-177.6,379.9,-133.08,800.77,-1.26549,-301.7,262.7,-330.1,171.3,2.2052
23534224797337,1,-136.79,790.08,-1.73493,-177.6,379.9,-138.03,804.91,-1.26549,-307.3,255.7,-392.2,202.4,2.2052
23534240958187,1,-136.79,790.08,-1.73493,-177.6,379.9,-143.08,808.95,-1.26549,-312.6,249.5,-397.3,198.6,2.2052
23534257257101,1,-136.79,790.08,-1.73493,-177.6,379.9,-148.25,812.92,-1.26549,-317.8,243.2,-350.0,284.1,2.2052
23534273433944,1,-136.79,790.08,-1.73493,-177.6,379.9,-153.48,816.74,-1.26549,-323.3,235.6,-440.6,211.6,2.2052
23534289586900,1,-136.79,790.08,-1.73493,-177.6,379.9,-158.77,820.45,-1.26549,-327.7,229.0,-438.2,208.7,2.2052
23534305739112,1,-136.79,790.08,-1.73493,-177.6,379.9,-164.14,824.04,-1.26549,-332.8,222.1,-436.4,206.6,2.2052
23534321901173,1,-136.79,790.08,-1.73493,-177.6,379.9,-169.59,827.52,-1.26549,-337.2,215.5,-357.4,294.0,2.2052
23534338047474,1,-136.79,790.08,-1.73493,-177.6,379.9,-175.11,830.88,-1.26549,-341.9,207.4,-355.3,291.0,2.2052
23534354183473,1,-182.32,856.20,-1.47989,-345.4,242.2,-180.70,834.11,-1.26549,-346.8,200.0,-360.7,230.5,2.2030
23534370346171,1,-182.32,856.20,-1.47989,-345.4,242.2,-186.36,837.23,-1.26549,-354.5,185.1,-188.8,34.0,-1.3703
23534386495004,1,-182.32,856.20,-1.47989,-345.4,242.2,-192.08,840.21,-1.26549,-358.6,177.3,-261.7,52.2,-1.3703
23534402641254,1,-182.32,856.20,-1.47989,-345.4,242.2,-197.87,843.07,-1.26549,-361.7,170.4,-330.8,65.0,-1.3703
23534418867877,1,-182.32,856.20,-1.47989,-345.4,242.2,-203.75,845.83,-1.26549,-365.8,162.6,-408.2,74.5,-1.3703
23534435014522,1,-182.32,856.20,-1.47989,-345.4,242.2,-209.65,848.45,-1.26549,-368.9,153.7,-469.5,80.0,-1.3703
23534451209759,1,-182.32,856.20,-1.47989,-345.4,242.2,-215.63,850.93,-1.26549,-372.6,146.7,-536.4,86.8,-1.3703
23534467480083,1,-182.32,856.20,-1.47989,-345.4,242.2,-221.70,853.31,-1.26549,-374.7,138.8,-543.1,94.0,-1.3703
23534483653198,1,-182.32,856.20,-1.47989,-345.4,242.2,-227.76,855.54,-1.26549,-378.6,130.4,-547.1,93.2,-1.3703
23534499866410,1,-182.32,856.20,-1.47989,-345.4,242.2,-233.90,857.64,-1.26549,-380.7,122.5,-549.7,87.8,-1.3703
23534516004207,1,-182.32,856.20,-1.47989,-345.4,242.2,-240.05,859.61,-1.26549,-383.4,114.4,-551.5,77.2,-1.3703
23534532143899,1,-182.32,856.20,-1.47989,-345.4,242.2,-246.24,861.44,-1.26549,-385.5,106.6,-553.9,66.3,-1.3703
23534548292173,1,-182.32,856.20,-1.47989,-345.4,242.2,-252.47,863.14,-1.26549,-387.8,97.3,-503.1,47.9,0.3654
23534564431993,1,-258.86,881.81,-1.08720,-494.3,9.3,-258.74,864.69,-1.26549,-389.9,89.4,-251.2,-4.3,0.3245
23534580605515,1,-258.86,881.81,-1.08720,-494.3,9.3,-265.05,866.12,-1.26549,-391.8,81.0,-251.2,-6.1,0.1576
23534596759072,1,-258.86,881.81,-1.08720,-494.3,9.3,-271.38,867.41,-1.26549,-393.3,73.3,-251.3,-10.3,-0.0092
23534613017311,1,-258.86,881.81,-1.08720,-494.3,9.3,-277.78,868.57,-1.26549,-394.3,63.8,-284.1,-49.6,-0.1760
23534629169086,1,-258.86,881.81,-1.08720,-494.3,9.3,-284.15,869.58,-1.26549,-396.4,55.9,-339.2,-39.7,-0.3429
23534645301337,1,-258.86,881.81,-1.08720,-494.3,9.3,-290.55,870.46,-1.26549,-397.1,47.8,-251.2,-24.8,-0.5097
23534661411633,1,-258.86,881.81,-1.08720,-494.3,9.3,-296.95,871.20,-1.26549,-398.3,39.0,-251.9,-36.2,-0.6765
23534677560249,1,-258.86,881.81,-1.08720,-494.3,9.3,-303.38,871.80,-1.26549,-398.8,30.3,-254.3,-44.0,-0.8433
23534693720426,1,-258.86,881.81,-1.08720,-494.3,9.3,-309.83,872.26,-1.26549,-399.5,22.2,-257.9,-53.0,-1.0102
23534709875021,1,-258.86,881.81,-1.08720,-494.3,9.3,-316.28,872.59,-1.26549,-399.5,13.7,-257.9,-53.0,-1.0102
23534725997467,1,-258.86,881.81,-1.08720,-494.3,9.3,-322.73,872.77,-1.26549,-399.8,4.4,-262.8,-63.5,-1.1770
23534742118308,1,-258.86,881.81,-1.08720,-494.3,9.3,-329.17,872.82,-1.26549,-399.9,-3.5,-268.6,-73.5,-1.3438
23534758235055,1,-258.86,881.81,-1.08720,-494.3,9.3,-335.62,872.73,-1.26549,-400.1,-11.4,-429.7,-115.1,-1.5235
23534774392654,1,-355.47,877.36,-1.36583,-348.4,14.0,-342.08,872.50,-1.26549,-399.6,-21.1,-496.7,-111.3,-0.9796
23534790777739,1,-355.47,877.36,-1.36583,-348.4,14.0,-348.62,872.12,-1.26549,-398.4,-29.2,-369.4,-140.1,1.3703
23534806972919,1,-355.47,877.36,-1.36583,-348.4,14.0,-355.07,871.61,-1.26549,-398.3,-37.7,-404.8,-127.4,1.3703
23534823443435,1,-355.47,877.36,-1.36583,-348.4,14.0,-361.63,870.94,-1.26549,-397.9,-45.4,-406.9,-127.2,1.3703
23534839582105,1,-355.47,877.36,-1.36583,-348.4,14.0,-368.04,870.16,-1.26549,-396.1,-55.4,-407.6,-135.5,1.3703
23534855712960,1,-355.47,877.36,-1.36583,-348.4,14.0,-374.43,869.22,-1.26549,-395.0,-62.9,-403.7,-135.6,1.3703
23534871828233,1,-355.47,877.36,-1.36583,-348.4,14.0,-380.78,868.16,-1.26549,-393.6,-71.6,-401.9,-135.7,1.3703
23534887958888,1,-355.47,877.36,-1.36583,-348.4,14.0,-387.12,866.96,-1.26549,-391.7,-79.5,-397.9,-154.1,1.3703
23534904125614,1,-355.47,877.36,-1.36583,-348.4,14.0,-393.45,865.62,-1.26549,-390.3,-88.3,-394.4,-159.9,1.3703
23534920268945,1,-355.47,877.36,-1.36583,-348.4,14.0,-399.73,864.15,-1.26549,-388.2,-96.8,-390.2,-164.6,1.3703
23534936404879,1,-355.47,877.36,-1.36583,-348.4,14.0,-405.98,862.54,-1.26549,-386.0,-104.0,-395.0,-172.4,1.3703
23534952547686,1,-355.47,877.36,-1.36583,-348.4,14.0,-412.20,860.80,-1.26549,-383.6,-113.7,-390.0,-179.0,1.3703
23534968715939,1,-445.60,882.10,-1.68042,-426.8,11.6,-418.39,858.91,-1.26549,-381.1,-121.4,-457.8,-172.1,1.3703
23534984907587,1,-445.60,882.10,-1.68042,-426.8,11.6,-424.54,856.90,-1.26549,-378.9,-128.6,-298.5,-213.0,1.5215
23535001664784,1,-445.60,882.10,-1.68042,-426.8,11.6,-430.87,854.68,-1.26549,-375.5,-137.3,-322.7,-233.9,1.5215
23535018114805,1,-445.60,882.10,-1.68042,-426.8,11.6,-437.02,852.35,-1.26549,-372.8,-145.7,-334.3,-249.0,1.5215
23535034355983,1,-445.60,882.10,-1.68042,-426.8,11.6,-443.05,849.93,-1.26549,-369.2,-153.1,-368.3,-272.6,1.5215
23535050514459,1,-445.60,882.10,-1.68042,-426.8,11.6,-448.99,847.39,-1.26549,-366.2,-160.6,-398.8,-229.3,1.5215
23535066670447,1,-445.60,882.10,-1.68042,-426.8,11.6,-454.88,844.73,-1.26549,-362.9,-168.8,-398.2,-229.2,1.5215
23535082836568,1,-445.60,882.10,-1.68042,-426.8,11.6,-460.70,841.93,-1.26549,-358.5,-176.6,-397.4,-228.9,1.5215
23535100355043,1,-445.60,882.10,-1.68042,-426.8,11.6,-466.95,838.76,-1.26549,-355.5,-184.1,-397.4,-228.9,1.5215
23535116530951,1,-445.60,882.10,-1.68042,-426.8,11.6,-472.66,835.71,-1.26549,-351.2,-191.3,-395.5,-228.4,1.5215
23535132640093,1,-445.60,882.10,-1.68042,-426.8,11.6,-478.27,832.54,-1.26549,-346.6,-199.7,-410.9,-232.1,1.5215
23535148752718,1,-445.60,882.10,-1.68042,-426.8,11.6,-483.81,829.26,-1.26549,-342.6,-206.3,-410.0,-231.9,1.5215
23535164895556,1,-445.60,882.10,-1.68042,-426.8,11.6,-489.30,825.85,-1.26549,-338.4,-213.5,-388.3,-276.0,1.4296
23535181029295,1,-493.73,870.87,-1.45708,-303.5,-204.7,-494.70,822.32,-1.26549,-333.3,-221.0,-353.5,-403.9,-1.2154
23535197145949,1,-493.73,870.87,-1.45708,-303.5,-204.7,-500.02,818.69,-1.26549,-328.5,-228.0,-361.2,-408.7,-1.1097
23535213317675,1,-493.73,870.87,-1.45708,-303.5,-204.7,-505.28,814.92,-1.26549,-323.7,-235.0,-359.8,-413.7,-1.0041
23535229442228,1,-493.73,870.87,-1.45708,-303.5,-204.7,-510.45,811.06,-1.26549,-319.1,-241.4,-355.1,-420.1,-0.8985
23535245567762,1,-493.73,870.87,-1.45708,-303.5,-204.7,-515.53,807.08,-1.26549,-313.4,-248.8,-348.6,-426.9,-0.7928
23535261701585,1,-493.73,870.87,-1.45708,-303.5,-204.7,-520.52,803.00,-1.26549,-307.6,-254.9,-342.3,-433.3,-0.6872
23535277839867,1,-493.73,870.87,-1.45708,-303.5,-204.7,-525.43,798.80,-1.26549,-302.8,-261.9,-333.8,-440.3,-0.5815
23535293972885,1,-493.73,870.87,-1.45708,-303.5,-204.7,-530.25,794.51,-1.26549,-297.0,-267.9,-323.7,-447.1,-0.4759
23535310128164,1,-493.73,870.87,-1.45708,-303.5,-204.7,-534.97,790.10,-1.26549,-290.9,-274.5,-316.3,-453.9,-0.3702
23535326250572,1,-493.73,870.87,-1.45708,-303.5,-204.7,-539.59,785.61,-1.26549,-285.3,-280.0,-309.7,-459.6,-0.2646
23535342347562,1,-493.73,870.87,-1.45708,-303.5,-204.7,-544.11,781.02,-1.26549,-279.3,-286.6,-309.7,-459.6,-0.2646
23535358474148,1,-493.73,870.87,-1.45708,-303.5,-204.7,-548.54,776.33,-1.26549,-272.8,-292.4,-297.1,-466.1,-0.1590
23535374605329,1,-545.30,802.11,-1.19235,-272.9,-466.2,-552.86,771.54,-1.26549,-266.4,-298.2,-285.4,-477.4,1.6081
23535390715837,1,-545.30,802.11,-1.19235,-272.9,-466.2,-557.08,766.67,-1.26549,-260.8,-303.7,-156.4,-248.3,-0.1775
23535406809529,1,-545.30,802.11,-1.19235,-272.9,-466.2,-561.19,761.72,-1.26549,-253.9,-308.7,-145.1,-248.1,-0.2791
23535422918131,1,-545.30,802.11,-1.19235,-272.9,-466.2,-565.19,756.66,-1.26549,-246.7,-315.0,-133.4,-248.6,-0.3806
23535439007781,1,-545.30,802.11,-1.19235,-272.9,-466.2,-569.08,751.53,-1.26549,-239.9,-320.0,-124.8,-248.8,-0.4821
23535455186949,1,-545.30,802.11,-1.19235,-272.9,-466.2,-572.88,746.30,-1.26549,-234.0,-324.1,-115.9,-250.5,-0.5837
23535471311512,1,-545.30,802.11,-1.19235,-272.9,-466.2,-576.55,741.00,-1.26549,-226.2,-330.1,-106.3,-253.8,-0.6852
23535487469547,1,-545.30,802.11,-1.19235,-272.9,-466.2,-580.11,735.60,-1.26549,-219.0,-334.4,-235.8,-510.1,-0.7868
23535503601503,1,-545.30,802.11,-1.19235,-272.9,-466.2,-583.56,730.15,-1.26549,-212.3,-338.9,-222.3,-515.5,-0.8883
23535519724403,1,-545.30,802.11,-1.19235,-272.9,-466.2,-586.89,724.62,-1.26549,-205.5,-343.9,-208.9,-520.8,-0.9899
23535535858830,1,-545.30,802.11,-1.19235,-272.9,-466.2,-590.09,719.02,-1.26549,-197.1,-347.8,-195.4,-525.8,-1.0914
23535551994207,1,-545.30,802.11,-1.19235,-272.9,-466.2,-593.17,713.35,-1.26549,-189.8,-352.1,-182.9,-530.0,-1.1930
23535568142252,1,-545.30,802.11,-1.19235,-272.9,-466.2,-596.13,707.61,-1.26549,-182.8,-355.8,-110.8,-466.7,-1.0679
23535584297637,1,-594.21,688.15,-1.31077,-200.1,-403.3,-598.98,701.80,-1.26549,-174.9,-359.8,-40.2,-280.9,1.3703
23535600452243,1,-594.21,688.15,-1.31077,-200.1,-403.3,-601.69,695.94,-1.26549,-167.3,-363.3,-44.1,-323.0,1.3703
23535616580005,1,-594.21,688.15,-1.31077,-200.1,-403.3,-604.27,690.03,-1.26549,-159.0,-366.6,-41.0,-332.2,1.3703
23535632708380,1,-594.21,688.15,-1.31077,-200.1,-403.3,-606.74,684.07,-1.26549,-152.0,-370.3,-33.7,-342.8,1.3703
23535648850898,1,-594.21,688.15,-1.31077,-200.1,-403.3,-609.06,678.04,-1.26549,-143.1,-373.4,-29.5,-351.3,1.3703
23535664966856,1,-594.21,688.15,-1.31077,-200.1,-403.3,-611.26,671.98,-1.26549,-135.7,-376.3,-26.0,-358.7,1.3703
23535681110029,1,-620.64,633.95,-1.41879,-257.0,-497.6,-613.33,665.87,-1.26549,-127.6,-379.0,-8.6,-131.3,0.1929
23535697234135,1,-620.64,633.95,-1.41879,-257.0,-497.6,-615.26,659.72,-1.26549,-119.5,-381.7,-4.8,-175.6,0.3118
23535713335154,1,-620.64,633.95,-1.41879,-257.0,-497.6,-617.06,653.53,-1.26549,-110.9,-384.2,-8.6,-257.4,0.4306
23535729457662,1,-620.64,633.95,-1.41879,-257.0,-497.6,-618.72,647.31,-1.26549,-103.0,-386.3,-1.9,-308.8,0.5494
23535745589938,1,-620.64,633.95,-1.41879,-257.0,-497.6,-620.27,641.04,-1.26549,-95.7,-388.6,5.0,-384.6,0.6683
23535761699625,1,-620.64,633.95,-1.41879,-257.0,-497.6,-621.66,634.75,-1.26549,-85.9,-390.8,9.0,-459.1,0.7871
23535777992106,1,-620.64,633.95,-1.41879,-257.0,-497.6,-622.93,628.36,-1.26549,-77.6,-392.1,13.3,-490.4,0.9059
23535794126410,1,-656.30,578.72,-1.59553,-218.1,-338.3,-624.06,622.01,-1.26549,-69.9,-393.6,52.0,-270.0,1.9773
23535810253308,1,-656.30,578.72,-1.59553,-218.1,-338.3,-625.06,615.63,-1.26549,-52.6,-396.6,60.6,-288.7,1.9773
23535826361524,1,-656.30,578.72,-1.59553,-218.1,-338.3,-625.90,609.24,-1.26549,-44.5,-397.4,60.6,-288.7,1.9773
23535842482000,1,-656.30,578.72,-1.59553,-218.1,-338.3,-626.62,602.83,-1.26549,-36.2,-398.7,65.8,-313.1,1.9773
23535858582160,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.20,596.41,-1.26549,-26.9,-399.0,74.8,-340.4,1.9773
23535874693875,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.63,589.99,-1.26549,-19.0,-399.2,84.4,-376.3,1.9773
23535890793706,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.93,583.56,-1.26549,-10.3,-399.7,91.6,-401.4,1.9773
23535906897847,1,-656.30,578.72,-1.59553,-218.1,-338.3,-628.09,577.12,-1.26549,-2.2,-400.4,99.5,-428.8,1.9773
23535922999283,1,-656.30,578.72,-1.59553,-218.1,-338.3,-628.12,570.67,-1.26549,7.5,-400.0,42.8,-432.7,1.9773
23535939234887,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.99,564.18,-1.26549,15.2,-399.5,42.9,-431.9,1.9773
23535955390267,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.73,557.73,-1.26549,23.5,-398.9,43.1,-431.3,1.9773
23535971513258,1,-656.30,578.72,-1.59553,-218.1,-338.3,-627.34,551.29,-1.26549,32.6,-398.6,43.3,-429.9,1.9773
23535987627106,1,-685.65,526.54,-1.48301,42.9,-343.9,-626.81,544.87,-1.26549,40.9,-398.0,83.5,-422.9,1.1655
23536003727777,1,-686.83,519.33,-1.45666,51.2,-340.6,-626.14,538.47,-1.26549,49.2,-397.3,172.2,-284.3,-1.3703
23536019857512,1,-686.83,519.33,-1.45666,51.2,-340.6,-625.33,532.06,-1.26549,57.1,-395.5,195.9,-324.7,-1.3703
23536036007737,1,-686.83,519.33,-1.45666,51.2,-340.6,-624.39,525.67,-1.26549,66.6,-394.5,178.4,-384.8,-1.3703
23536052144689,1,-686.83,519.33,-1.45666,51.2,-340.6,-623.30,519.31,-1.26549,74.8,-393.2,169.4,-414.0,-1.3703
23536068244906,1,-686.83,519.33,-1.45666,51.2,-340.6,-622.08,512.98,-1.26549,82.7,-391.4,167.4,-443.7,-1.3703
23536084358563,1,-686.83,519.33,-1.45666,51.2,-340.6,-620.73,506.68,-1.26549,91.2,-389.3,163.4,-479.7,-1.3235
23536100471675,1,-686.83,519.33,-1.45666,51.2,-340.6,-619.24,500.41,-1.26549,99.8,-387.3,149.9,-511.7,-1.2567
23536116572624,1,-686.83,519.33,-1.45666,51.2,-340.6,-617.61,494.18,-1.26549,107.7,-385.4,134.1,-534.4,-1.1898
23536132683018,1,-686.83,519.33,-1.45666,51.2,-340.6,-615.86,487.98,-1.26549,115.5,-383.0,41.3,-441.3,-1.1230
23536148804933,1,-686.83,519.33,-1.45666,51.2,-340.6,-613.99,481.80,-1.26549,116.1,-382.8,-17.4,-383.8,-1.0561
23536164910541,1,-686.83,519.33,-1.45666,51.2,-340.6,-612.15,475.63,-1.26549,107.5,-384.9,-21.6,-389.8,-0.9892
23536181013679,1,-686.83,519.33,-1.45666,51.2,-340.6,-610.44,469.43,-1.26549,100.4,-387.1,18.0,-411.0,0.9817
23536197143150,1,-657.64,458.59,-1.11789,240.6,-411.8,-608.84,463.18,-1.26549,92.0,-389.7,93.0,-494.5,1.3703
23536213248651,1,-657.64,458.59,-1.11789,240.6,-411.8,-607.39,456.90,-1.26549,82.7,-391.4,-43.5,-353.9,-1.0481
23536229353505,1,-657.64,458.59,-1.11789,240.6,-411.8,-606.08,450.59,-1.26549,74.6,-392.6,-46.9,-363.4,-1.2328
23536245489085,1,-657.64,458.59,-1.11789,240.6,-411.8,-604.90,444.25,-1.26549,67.2,-394.3,-52.2,-369.2,-1.3703
23536261648036,1,-657.64,458.59,-1.11789,240.6,-411.8,-603.85,437.87,-1.26549,57.9,-395.9,-59.3,-374.7,-1.3703
23536277773122,1,-657.64,458.59,-1.11789,240.6,-411.8,-602.94,431.49,-1.26549,49.0,-396.7,-65.3,-380.2,-1.3703
23536293903996,1,-657.64,458.59,-1.11789,240.6,-411.8,-602.18,425.08,-1.26549,41.5,-397.8,-70.5,-384.7,-1.3703
23536310033477,1,-657.64,458.59,-1.11789,240.6,-411.8,-601.54,418.66,-1.26549,33.4,-399.0,-77.7,-387.6,-1.3703
23536326182220,1,-657.64,458.59,-1.11789,240.6,-411.8,-601.04,412.22,-1.26549,23.5,-398.9,-77.7,-387.6,-1.3703
23536342357990,1,-657.64,458.59,-1.11789,240.6,-411.8,-600.70,405.76,-1.26549,15.4,-400.1,-84.4,-389.8,-1.3703
23536358517709,1,-657.64,458.59,-1.11789,240.6,-411.8,-600.48,399.29,-1.26549,7.5,-400.0,-89.5,-391.9,-1.3703
23536374693792,1,-657.64,458.59,-1.11789,240.6,-411.8,-600.40,392.83,-1.26549,-1.2,-399.5,-96.2,-392.6,-1.3703
23536391132316,1,-657.64,458.59,-1.11789,240.6,-411.8,-600.47,386.26,-1.26549,-10.3,-399.7,-103.8,-392.7,-1.3703
23536407278668,1,-619.59,383.15,-1.26372,-24.7,-352.2,-600.67,379.81,-1.26549,-18.2,-399.6,-31.1,-510.3,-1.4784
23536423384316,1,-619.59,383.15,-1.26372,-24.7,-352.2,-601.01,373.37,-1.26549,-26.7,-399.6,-27.1,-352.4,1.3703
23536439501580,1,-619.59,383.15,-1.26372,-24.7,-352.2,-601.49,366.94,-1.26549,-35.8,-397.9,-35.6,-366.7,1.3703
23536455682015,1,-619.59,383.15,-1.26372,-24.7,-352.2,-602.12,360.50,-1.26549,-44.3,-398.0,-45.9,-396.1,1.3703
23536471824575,1,-619.59,383.15,-1.26372,-24.7,-352.2,-602.87,354.08,-1.26549,-52.0,-396.5,-93.1,-440.0,1.3703
23536487950925,1,-619.59,383.15,-1.26372,-24.7,-352.2,-603.76,347.70,-1.26549,-60.9,-395.3,-97.1,-431.2,1.3703
23536504257367,1,-623.85,356.77,-1.42419,-135.8,-358.0,-604.81,341.26,-1.26549,-69.9,-393.6,-188.9,-351.3,-1.3703
23536520379919,1,-623.85,356.77,-1.42419,-135.8,-358.0,-605.98,334.92,-1.26549,-77.4,-392.7,-126.8,-458.8,0.4656
23536536561135,1,-623.85,356.77,-1.42419,-135.8,-358.0,-607.29,328.58,-1.26549,-85.9,-390.8,-152.1,-485.0,0.6158
23536552685046,1,-623.85,356.77,-1.42419,-135.8,-358.0,-608.73,322.29,-1.26549,-94.5,-388.2,-176.7,-498.8,0.7660
